post_number,post_link,board,content,date
1047245,https://theqoo.net/beauty/4256692638?page=224,beauty,버림,26.06.25
1047245,https://theqoo.net/beauty/4256692638?page=224,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/07/06 15:04:57)",26.06.25
1047245,https://theqoo.net/beauty/4256692638?page=224,beauty,@1 @2 오호 버려야지 ㄱㅅㄱㅅ,26.06.25
1047161,https://theqoo.net/beauty/4256189989?page=228,beauty,쿨링패드,26.06.24
1047117,https://theqoo.net/beauty/4255918714?page=231,beauty,"무통이라 이틀후에 자동 취소될걸..?
이렇게해서 3번까지 가능하다고 들었어. 난 두번까지만 해봄 ㅋㅋ
취소하면 적립금 바로 들어오긴해",26.06.24
1047117,https://theqoo.net/beauty/4255918714?page=231,beauty,만원처음 성공해서 고마오!! 쫄보덬이다 ㅋㅋ,26.06.24
1047104,https://theqoo.net/beauty/4255830484?page=231,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/24 19:11:28)",26.06.24
1047104,https://theqoo.net/beauty/4255830484?page=231,beauty,나 방금 들어와서 결제함ㅠㅠ,26.06.24
1047096,https://theqoo.net/beauty/4255800390?page=232,beauty,ㅇㅇ,26.06.24
1047095,https://theqoo.net/beauty/4255793319?page=232,beauty,몇번 취소했는데??,26.06.24
1047095,https://theqoo.net/beauty/4255793319?page=232,beauty,웅 돌아와 가끔 좀 느릴때도 있더라,26.06.24
1047095,https://theqoo.net/beauty/4255793319?page=232,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/24 19:25:56)",26.06.24
1047095,https://theqoo.net/beauty/4255793319?page=232,beauty,꽤 시간 걸릴 때도 있더라,26.06.24
1047095,https://theqoo.net/beauty/4255793319?page=232,beauty,나도 바로 안 들어오네,26.06.24
1047095,https://theqoo.net/beauty/4255793319?page=232,beauty,"@1 한번!!!
아 지금 들어왔다 놀랐네ㅠㅠ 고마워!",26.06.24
1047094,https://theqoo.net/beauty/4255793061?page=232,beauty,렉 너무심해..,26.06.24
1047094,https://theqoo.net/beauty/4255793061?page=232,beauty,ㄱㄴㄲ,26.06.24
1047094,https://theqoo.net/beauty/4255793061?page=232,beauty,ㄴㄷ,26.06.24
1047092,https://theqoo.net/beauty/4255790969?page=232,beauty,제발 뿌려라 제발,26.06.24
1047091,https://theqoo.net/beauty/4255788927?page=232,beauty,야 나는 저 창도 못봤어 ㅋㅋㅋㅋㅋㅋ,26.06.24
1047091,https://theqoo.net/beauty/4255788927?page=232,beauty,나도 저 창조차 못봄 하..,26.06.24
1047091,https://theqoo.net/beauty/4255788927?page=232,beauty,@1 @2 나 1차 2차 합쳐서 만포 한번도 못받았어 걍 들어가지기만했다는거야ㅜㅋㅋㅋㅋ 그것도 처음 이후로는 아예 안들어가지고 흰 화면만 뜸,26.06.24
1047091,https://theqoo.net/beauty/4255788927?page=232,beauty,만포 매일 도전해봤는데 저 창도 못 보고 매번 실패했어,26.06.24
1047091,https://theqoo.net/beauty/4255788927?page=232,beauty,나도 저랬는데 걍 연타하다가 네크워크오류로 튕기고 나중에 보니까 성공으로 만포 받아졌음,26.06.24
1047091,https://theqoo.net/beauty/4255788927?page=232,beauty,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,26.06.24
1047028,https://theqoo.net/beauty/4255477658?page=235,beauty,직잭 쿠폰은 날아가는걸로 아는데,26.06.24
1047028,https://theqoo.net/beauty/4255477658?page=235,beauty,이건 날아갈걸 기간 정해진 쿠폰이라서,26.06.24
1047028,https://theqoo.net/beauty/4255477658?page=235,beauty,@1 @2 그렇구나 고마워ㅜㅜ,26.06.24
1047028,https://theqoo.net/beauty/4255477658?page=235,beauty,와 부럽다,26.06.24
1047069,https://theqoo.net/beauty/4255720955?page=233,beauty,ㄴㄷ3천포 넣어줬다고 해서 들어갔는데 없음,26.06.24
1046968,https://theqoo.net/beauty/4255112033?page=238,beauty,ㄱㅅㄱㅅ,26.06.24
1046968,https://theqoo.net/beauty/4255112033?page=238,beauty,오 ㄳㄳ 아이라이너 똑 떨어졌는디,26.06.24
1046950,https://theqoo.net/beauty/4254965968?page=239,beauty,쿠폰이 나오긴 하나ㅋㅋㅋㅋ,26.06.24
1046950,https://theqoo.net/beauty/4254965968?page=239,beauty,걍 200포 자판기야,26.06.24
1046950,https://theqoo.net/beauty/4254965968?page=239,beauty,첫날부터 200원,26.06.24
1046942,https://theqoo.net/beauty/4254908026?page=239,beauty,품절되면 사라지더라고,26.06.23
1046942,https://theqoo.net/beauty/4254908026?page=239,beauty,https://musinsa.onelink.me/PvkC/kxui7w9j,26.06.23
1046942,https://theqoo.net/beauty/4254908026?page=239,beauty,"@1 @2 헐 품절이면 안보이는구나ㅠㅠ
2덬 링크 진짜고마워ㅠ재입고알람신청했당..",26.06.23
1046894,https://theqoo.net/beauty/4254567968?page=242,beauty,정각되자마자 눌렀어? 난 맨날 들어가면 다 끝났대 🥹,26.06.23
1046894,https://theqoo.net/beauty/4254567968?page=242,beauty,5초뒤쯤 눌렀어!,26.06.23
1046894,https://theqoo.net/beauty/4254567968?page=242,beauty,@2 ㄹㅇ간택인가보다 난 3초뒤에 눌렀는데😢,26.06.23
1046894,https://theqoo.net/beauty/4254567968?page=242,beauty,ㅊㅋㅊㅋ,26.06.23
1046894,https://theqoo.net/beauty/4254567968?page=242,beauty,오,26.06.23
1046874,https://theqoo.net/beauty/4254469389?page=243,beauty,나두 만포는 성공했는데 렉심해서 4천포를 못함...,26.06.23
1046874,https://theqoo.net/beauty/4254469389?page=243,beauty,@1 나도 그래서 2천포 받음,26.06.23
1046873,https://theqoo.net/beauty/4254468753?page=243,beauty,ㄹㅇ 기회는 좀 줘라...,26.06.23
1046872,https://theqoo.net/beauty/4254468121?page=243,beauty,ㄴㅁㅇ,26.06.23
1046870,https://theqoo.net/beauty/4254466617?page=243,beauty,어제보다 더 심한디...?,26.06.23
1046870,https://theqoo.net/beauty/4254466617?page=243,beauty,그러게 아예 안뜸,26.06.23
1046773,https://theqoo.net/beauty/4253920836?page=248,beauty,나는 어제 저녁에 사려고 하다가 잠들어서 못삼....,26.06.23
1046750,https://theqoo.net/beauty/4253759411?page=249,beauty,ㅋㅋㅋㅋㅋ 13번의 +1의 광기... 고생했다,26.06.23
1046750,https://theqoo.net/beauty/4253759411?page=249,beauty,@1 만포 못받으니까 4천포 너무 아까웟음 ㅋㅋㅋㅋㅋ 직잭 블리 먹는건 아닐까 하고 주문 갈겼어 ㅋㅋㅋ,26.06.23
1046750,https://theqoo.net/beauty/4253759411?page=249,beauty,야무지게 잘했네 니도 끼먹었는데 지금 포인트가 없어서 못하는중ㅠ,26.06.23
1046750,https://theqoo.net/beauty/4253759411?page=249,beauty,와 나도 그랬어ㅋㅋㅋㅋ 이게 살아남을지 모르겠지만 일단 해봤다,26.06.23
1046674,https://theqoo.net/beauty/4253351205?page=253,beauty,4천만 겨우 받음,26.06.22
1046673,https://theqoo.net/beauty/4253342161?page=253,beauty,난 만 사천 이천 전부 광탈하고 500은 나중에 받자 하고 미룸,26.06.22
1046673,https://theqoo.net/beauty/4253342161?page=253,beauty,ㄴㄷ 오늘 4천도 못받음ㅠ,26.06.22
1046673,https://theqoo.net/beauty/4253342161?page=253,beauty,헐 만포 인원 줄었어? 저번주에도 못받았는데 기회도 없겠구나,26.06.22
1046673,https://theqoo.net/beauty/4253342161?page=253,beauty,헐 줄었구나,26.06.22
1046590,https://theqoo.net/beauty/4252801383?page=257,beauty,나 옷 당첨됐는데 사이즈 미스나서 어떻게 후기남겨야할지 모르겟서..,26.06.22
1046590,https://theqoo.net/beauty/4252801383?page=257,beauty,경쟁률 뷰티는 130:1 의류는 28:1일 때 당첨돼봐써 옵션 여러개 있을 때 신청자가 적을 것 같은게 아무래도 잘 당첨되는 듯,26.06.22
1046553,https://theqoo.net/beauty/4252589046?page=259,beauty,아까워ㅠㅠㅠ아무거나 카결 걸어두지,26.06.22
1046553,https://theqoo.net/beauty/4252589046?page=259,beauty,나도 날림ㅠㅠㅠㅠ,26.06.22
1046553,https://theqoo.net/beauty/4252589046?page=259,beauty,나도 머하다 12시 넘어서 날림 ㅜㅜㅜㅜ,26.06.22
1046546,https://theqoo.net/beauty/4252554335?page=259,beauty,걍 카결하고 자정 지나서 취소해야지 직잭배송 피해서 결제해,26.06.21
1046546,https://theqoo.net/beauty/4252554335?page=259,beauty,편의점결제걸어놔,26.06.21
1046546,https://theqoo.net/beauty/4252554335?page=259,beauty,@1 @2 ㅇㅇ 고마웡ㅜ,26.06.21
1046546,https://theqoo.net/beauty/4252554335?page=259,beauty,무통은 11시 반 전에 걸어놔야됨ㅜㅜ,26.06.21
1046538,https://theqoo.net/beauty/4252525812?page=259,beauty,1차 따로 2차 따로 또 모을수 잇는거,26.06.21
1046538,https://theqoo.net/beauty/4252525812?page=259,beauty,@1 오늘 다 털까햇는데 모아놔야갯다!!! 알려줘소 고마워!!,26.06.21
1046529,https://theqoo.net/beauty/4252489927?page=260,beauty,무통결제해놓고 직잭팟 2차 같이 받아서 털면 개꿀,26.06.21
1046529,https://theqoo.net/beauty/4252489927?page=260,beauty,@1 아 나두 그렇게할걸 급하게 썼네ㅜ,26.06.21
1046529,https://theqoo.net/beauty/4252489927?page=260,beauty,@1 ㅋ ㅑ 고.능.해,26.06.21
1046529,https://theqoo.net/beauty/4252489927?page=260,beauty,@1 2차언제부터야??,26.06.22
1046455,https://theqoo.net/beauty/4252153064?page=264,beauty,나도 모집중인데 왜더 안들어오지ㅠ,26.06.21
1046455,https://theqoo.net/beauty/4252153064?page=264,beauty,나도.. 2천포도 받기힘들다ㅜ,26.06.21
1046390,https://theqoo.net/beauty/4251904667?page=267,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/21 16:35:12)",26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,난 옷,26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,투쿨포스쿨 라이너,26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,릴바레 소프트잇,26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,더샘 피치라이팅,26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,팁토우 팔레트,26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,@5 22,26.06.21
1046378,https://theqoo.net/beauty/4251859314?page=267,beauty,여름바지,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,뭐 샀어,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,뭐삼,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,뭐가? 아모레 털어야되는데 걍 무신사 갈까...,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,무슨 제품이야?,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,요새 무신에서 계속 지르고 있음 ㅜ,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,헐뭐샀어?,26.06.21
1046375,https://theqoo.net/beauty/4251844857?page=268,beauty,뭔지알려줘ㅠㅠ,26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,나도 계속 200만 나와 ㅋㅋ,26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,나도...뭐야이게,26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,나만 그런줄,26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,ㄴㄷ,26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,ㄱㄴㄲ 쿠폰 뽑기라면서 왜 자꾸 포인트가,26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/21 02:09:29)",26.06.21
1046328,https://theqoo.net/beauty/4251547504?page=270,beauty,ㄴㄷ 쿠폰 줘ㅠㅠ,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,그거 날린걸로 나와도 아직 안 죽었어!! 적립금 0원 남은거 아니라면 현재 적립금 남은만큼 계속 쪼개서 결제하면 됨!!!,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@1 당신은 방금 죽을뻔한 븉덬을 살렸습니다..사랑해ㅜㅜ,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@2 얼른 가서 테스트해봐,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/21 19:46:33)",26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@1 안그래도 남아있길래 뭐지? 하고 결제하고 또 남았길래 하고 옴ㅜㅜㅜㅜ 너무 고마워..🫶,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@4 포인트에 금액이 뜨는데 어제남아있던 전체포인트가 아니고 더 적은금액으로 뜨길래 그걸로 결제하고 그후에 또 남아있는 포인트대로 결제하는거!,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@4 만약에 내가 날린게 1만원이고 지금 남아있는 적립금이 2천원이다? 이럴때 2천원씩 쪼개서 1만원어치 결제하면 됨! 왜냐면 적립금 남아있는게 2천원으로 인식 되어서 그 이상은 안 써지거든,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@7 천사덬 꿀팁 넘나 고마웡 꿀같은 휴일 보내고 적게 일하고 많이 벌기를💃,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@8 덬도 지르는 것마다 찰떡같이 잘 어울리기를 😉,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@1 지금도 됨?,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@10 아까 바로 한거라 지금도 되는지는 모르겠어;,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@11 나는 안된다 넘늦게 봤나봐ㅜ 두번째 결제때 포인트 0. 나오네,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@12 첫번째땐 가능했고? 시간제한이 있나보다ㅜㅜ,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,"@13 6,500원 포인트가 소멸되었고 남은금액이 5천 포인트잉
그래서 첫번째 결제때 생수 오천원을 썼음
두번째 결제때 다시 쓰려고 하니 0원으로 뜸 ㅜㅜ",26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,쪼개서 결제하는게 여러개 살때 품목을 나눠서 결제하는거얌??,26.06.21
1046326,https://theqoo.net/beauty/4251531342?page=270,beauty,@14 에고ㅜ 그럴것 같지만 나머진 날라갔나보다 아쉽ㅜㅜ@15 걍 포인트자체가 원래있던 금액으로 안떠 그래서 걍 남은거 다 털어쓰고나서 다시 봐서 남아있는 금액으로 또 털어쓰는거임 예를 들어 13000원이 있었는데 6500원만 남은걸로 떠서 그거 쓰고 돌아오면 다시 6500원이 남아있는 형식 그러니 품목 따로 2.3번 나눠서 결제할 수 밖에 없더라고,26.06.21
1046308,https://theqoo.net/beauty/4251444913?page=271,beauty,쿠폰 시간 남아있으면 ㅇㅇ 하려면 빨리 해 무통 은행 점검시간 걸리면 11시 30분까지야,26.06.20
1046281,https://theqoo.net/beauty/4251294197?page=272,beauty,"ㅇㅇ증정있었어 난 같이왔음
https://img.theqoo.net/STcAHI",26.06.20
1046281,https://theqoo.net/beauty/4251294197?page=272,beauty,틴트 증정 맞아 나두왔음,26.06.20
1046281,https://theqoo.net/beauty/4251294197?page=272,beauty,@1 @2 고마워 캡쳐까지ㅠ 고객센터에 연락해봐야겠다!,26.06.20
1046281,https://theqoo.net/beauty/4251294197?page=272,beauty,"쿠폰 포인트 적용 후 실결제 금액이 4만원 넘어야 된대!
엇 근데 그럼 네일도 안 왔어??",26.06.20
1046281,https://theqoo.net/beauty/4251294197?page=272,beauty,@4 응응 포인트 쓰고 나서 실결제 4만원 넘긴 거 맞아. 그때 라방 도중에 브러시 소진됐다고 한 이후에 결제해서 브러시는 못받고 다른 건 받겠거니 했는데ㅎ 정작 안받아도 되는 브러시만 온 상황..지금은 라방 배너는 내려가서 안보이고 브러시는 기본 증정품으로 되어있는게..라방 이벤트가 아니라 일반 증정으로 온 거 같은 느낌이야. 흑흑,26.06.20
1046240,https://theqoo.net/beauty/4251102238?page=274,beauty,반팔이나 셔츠 브라캡민소매 그런것들...,26.06.20
1046237,https://theqoo.net/beauty/4251079612?page=275,beauty,담주에 또 한대?,26.06.20
1046232,https://theqoo.net/beauty/4251072156?page=275,beauty,ㄱㅁㅇ 폼클산다,26.06.20
1046232,https://theqoo.net/beauty/4251072156?page=275,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/23 19:01:28)",26.06.21
1046218,https://theqoo.net/beauty/4251022177?page=276,beauty,나는 만포 걍 포기함ㅋㅋ 그 밑에꺼만 다 받는걸로도 만족...,26.06.20
1046218,https://theqoo.net/beauty/4251022177?page=276,beauty,@1 2차때는 꼬옥 받자,26.06.20
1046218,https://theqoo.net/beauty/4251022177?page=276,beauty,@1 만포는 어디서 링크 받아서해? 블로그?,26.06.20
1046218,https://theqoo.net/beauty/4251022177?page=276,beauty,@3 오픈카톡방ㄱㄱ,26.06.20
1046195,https://theqoo.net/beauty/4250886913?page=277,beauty,나도임..ㅋㅋ,26.06.20
1046195,https://theqoo.net/beauty/4250886913?page=277,beauty,나도 ㅜㅠㅠ,26.06.20
1046195,https://theqoo.net/beauty/4250886913?page=277,beauty,ㅇㄴㄷ,26.06.20
1046195,https://theqoo.net/beauty/4250886913?page=277,beauty,나도ㅜ,26.06.20
1046195,https://theqoo.net/beauty/4250886913?page=277,beauty,ㄴㄷ,26.06.20
1046124,https://theqoo.net/beauty/4250616318?page=280,beauty,사러감 ㄱㅅㄱㅅ,26.06.20
1046124,https://theqoo.net/beauty/4250616318?page=280,beauty,무쉰사 쩐다,26.06.20
1046124,https://theqoo.net/beauty/4250616318?page=280,beauty,내 장바구니템은 적용안되네ㅠㅠ,26.06.20
1046124,https://theqoo.net/beauty/4250616318?page=280,beauty,@2 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,26.06.20
1046080,https://theqoo.net/beauty/4250476260?page=282,beauty,아니,26.06.20
1046080,https://theqoo.net/beauty/4250476260?page=282,beauty,ㄴㄴ,26.06.20
1046080,https://theqoo.net/beauty/4250476260?page=282,beauty,@1 @2 아쉽네ㅠㅠ,26.06.20
1046080,https://theqoo.net/beauty/4250476260?page=282,beauty,"선착순 사용, 무제한 공급 이런거 아니면 전체취소하면 다시 들어오던데 3일정도 연장됐음",26.06.20
1046066,https://theqoo.net/beauty/4250362624?page=283,beauty,응,26.06.19
1046066,https://theqoo.net/beauty/4250362624?page=283,beauty,@1 고마워!,26.06.19
1046066,https://theqoo.net/beauty/4250362624?page=283,beauty,그거 아마 내일 낮에 풀리고 기한 21일까지라 일요일날 걸면 되나 그럴걸?,26.06.19
1046010,https://theqoo.net/beauty/4249998035?page=286,beauty,ㅊㅋㅊㅋ,26.06.19
1046010,https://theqoo.net/beauty/4249998035?page=286,beauty,@1 ㄱㅅㄱㅅ,26.06.19
1046010,https://theqoo.net/beauty/4249998035?page=286,beauty,와,26.06.19
1046010,https://theqoo.net/beauty/4249998035?page=286,beauty,@3 덬도 성공하길!!,26.06.19
1046010,https://theqoo.net/beauty/4249998035?page=286,beauty,데이터로해?와이파이로해??,26.06.19
1046008,https://theqoo.net/beauty/4249997561?page=286,beauty,오늘 ㄹㅈㄷ인데...?뭐야,26.06.19
1046000,https://theqoo.net/beauty/4249952601?page=286,beauty,ㅇㅇ 끝남 ㅠ,26.06.19
1046000,https://theqoo.net/beauty/4249952601?page=286,beauty,@1 아ㅠㅠㅠㅠㅠㅠㅠㅠ 고마워..,26.06.19
1046000,https://theqoo.net/beauty/4249952601?page=286,beauty,와 나도 안 쓰고 날렷네 ㅁㅊㅋㅋㅋㅋㅋㅋ,26.06.19
1045976,https://theqoo.net/beauty/4249845534?page=288,beauty,"무신사 : 시미헤이즈 40% 세일중이야 근데 재고 얼마 안 남았어
지그재그 : 팁토우 팔레트 30퍼 쿠폰 적용하면 저렴해",26.06.19
1045976,https://theqoo.net/beauty/4249845534?page=288,beauty,@1 알려줘서 고마워 당장 두개 다 구매해볼게!!,26.06.19
1045976,https://theqoo.net/beauty/4249845534?page=288,beauty,아세페는 설화수! 화요일 저녁에 라방있어 그리고 첫구매면 각 브랜드마다 첫구매쿠폰받아서 아무거나 하나라도 사면 샘플 많이 챙겨주니 써보고싶은거 츄라이! 10만 넘기면 2만깊카주고 무엇보다  6만이상 의자 진짜 퀄 좋아 꼭 사서받아봐,26.06.19
1045885,https://theqoo.net/beauty/4249327929?page=292,beauty,안 팔렸나봐,26.06.19
1045847,https://theqoo.net/beauty/4249084744?page=294,beauty,포인트팟은 매일 여섯시 진행중 최대 16500포인트,26.06.18
1045811,https://theqoo.net/beauty/4248965616?page=296,beauty,다음번부턴 무통 걸고 잔여 포인트 한번 더 확인해보자 .ㅜ,26.06.18
1045811,https://theqoo.net/beauty/4248965616?page=296,beauty,@1 그래야겠어ㅜㅜ 팔레트가 눈앞에서 날아갔네ㅜㅜ,26.06.18
1045747,https://theqoo.net/beauty/4248724972?page=299,beauty,나도 그래.. 올라오자마자 누르면 팀만들기 나와서 맨날 실패 ㅅㅂㅠ,26.06.18
1045747,https://theqoo.net/beauty/4248724972?page=299,beauty,야나도ㅠㅠ,26.06.18
1045747,https://theqoo.net/beauty/4248724972?page=299,beauty,나도 그럼ㅠㅠ 렉 걸리면 걍 못 받는 시스템인가봐...,26.06.18
1045747,https://theqoo.net/beauty/4248724972?page=299,beauty,나도 렉걸림...싳패,26.06.18
1045745,https://theqoo.net/beauty/4248724113?page=299,beauty,ㄴㄷ ㅠㅠ,26.06.18
1045745,https://theqoo.net/beauty/4248724113?page=299,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/22 10:43:45)",26.06.18
1045745,https://theqoo.net/beauty/4248724113?page=299,beauty,@1 @2 ㄴㄷ 그거 떠ㅠㅠ 참여자 많다고 튕기는건 뭐야ㅜ,26.06.18
1045744,https://theqoo.net/beauty/4248723277?page=299,beauty,부럽다,26.06.18
1045717,https://theqoo.net/beauty/4248619860?page=301,beauty,한번에 구매해야 돼,26.06.18
1045629,https://theqoo.net/beauty/4248236302?page=305,beauty,지금 들어와있던데?,26.06.18
1045629,https://theqoo.net/beauty/4248236302?page=305,beauty,@1 난왜없지 ㅜ,26.06.18
1045614,https://theqoo.net/beauty/4248162057?page=306,beauty,여기 왠지 철수할것같아....,26.06.18
1045614,https://theqoo.net/beauty/4248162057?page=306,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/07/03 10:24:35)",26.06.18
1045614,https://theqoo.net/beauty/4248162057?page=306,beauty,"@1 잠실 매장 철수하면서 남은 재고 60퍼 이상 세일했다는거 보고 찜찜했는데
재고 털이 하는거 보니까 철수 맞는 것 같아",26.06.18
1045614,https://theqoo.net/beauty/4248162057?page=306,beauty,하라 루비만 남아서 아쉽다ㅠㅠ,26.06.18
1045614,https://theqoo.net/beauty/4248162057?page=306,beauty,고마웡 브론져 째리던거 주웠다 ㅋㅋ 철수각이라고 나도 생각중 ㅠ,26.06.18
1045614,https://theqoo.net/beauty/4248162057?page=306,beauty,브론저 하나 남은거 구매했다. 고마워,26.06.18
1045570,https://theqoo.net/beauty/4247895104?page=308,beauty,헉시 99퍼 쿠폰이야..?,26.06.17
1045570,https://theqoo.net/beauty/4247895104?page=308,beauty,직진배송 상품이라거나,26.06.17
1045570,https://theqoo.net/beauty/4247895104?page=308,beauty,@1 엉.. @2 직진배송이면 바로 취소 안돼??,26.06.17
1045570,https://theqoo.net/beauty/4247895104?page=308,beauty,@3 어제 지인이 무통 못해서 12시 직전에 물건 주문할때 포인트 넣고 구매했다가 자정에 ㅂㅏ로 취소 요청 했는데 무시하고 배송 보냈다더라고 ㅋ흡..,26.06.17
1045570,https://theqoo.net/beauty/4247895104?page=308,beauty,@4 아 근데 어차피 살거였어서 차라리 다행이다... 그냥 보내줬으면ㅠ,26.06.17
1045570,https://theqoo.net/beauty/4247895104?page=308,beauty,어휴 취소 완료돼서 다시 주문했다,26.06.17
1045545,https://theqoo.net/beauty/4247667171?page=309,beauty,오 나는 딤베리랑 하쉬 지름! 데님도 이쁘더라 ㅋㅋ,26.06.17
