post_number,post_link,board,content,date
1012977,https://theqoo.net/beauty/4093832898?page=1938,beauty,셋 다 공식 맞는거 같음,26.02.13
1012977,https://theqoo.net/beauty/4093832898?page=1938,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/02/14 00:00:53)",26.02.13
1012977,https://theqoo.net/beauty/4093832898?page=1938,beauty,당연히 공식,26.02.13
1012977,https://theqoo.net/beauty/4093832898?page=1938,beauty,맨 아래에 판매자 정보로 확인하면 쉬워,26.02.13
1012834,https://theqoo.net/beauty/4093321089?page=1946,beauty,우와 고마워!,26.02.13
1012834,https://theqoo.net/beauty/4093321089?page=1946,beauty,덕분에 잘 샀다! 고마워,26.02.13
1012951,https://theqoo.net/beauty/4093729775?page=1940,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/02/18 00:31:33)",26.02.13
1012951,https://theqoo.net/beauty/4093729775?page=1940,beauty,펜슬 말하는거지? 하나쯤있으면 좋아 ㅋㅋ,26.02.13
1012606,https://theqoo.net/beauty/4092268073?page=1957,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/03/27 06:29:48)",26.02.12
1012606,https://theqoo.net/beauty/4092268073?page=1957,beauty,@1 11시에 판매 열리는거면 미리미리 막아두던가 이게 뭐람🙄🙄🙄,26.02.12
1012443,https://theqoo.net/beauty/4091421058?page=1965,beauty,ㅋㅋㅋ 나도 효도템있나구경가야지,26.02.11
1012443,https://theqoo.net/beauty/4091421058?page=1965,beauty,나 기초 거진 그런 식으로 사는데 넘 좋아,26.02.11
1012571,https://theqoo.net/beauty/4092120596?page=1959,beauty,공식 수입사 제품 맞아? 너무 싼뎅,26.02.12
1012571,https://theqoo.net/beauty/4092120596?page=1959,beauty,@1 직잭에서 뷰티뉘크? 머 그거로 쿠폰 먹인거!,26.02.12
1012571,https://theqoo.net/beauty/4092120596?page=1959,beauty,@2 직잭 향수 병행수입 많음... 판매자가 공식수입사 아니고 뷰티크면 직잭이 병행수입한 제품,26.02.12
1012571,https://theqoo.net/beauty/4092120596?page=1959,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/02/13 15:24:47)",26.02.12
1012587,https://theqoo.net/beauty/4092201615?page=1958,beauty,나도 글로스 불호인데 좀 덜끈적한편같고 맑은우윳빛이라 잘쓰는중,26.02.12
1012587,https://theqoo.net/beauty/4092201615?page=1958,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/04/19 17:22:37)",26.02.12
1012286,https://theqoo.net/beauty/4090584019?page=1973,beauty,다른 쉐딩할만한 색 없어? 섀도우중에라도 할만한거 있으면 그거쓰고 직잭에서 사,26.02.10
1012286,https://theqoo.net/beauty/4090584019?page=1973,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/05/22 21:53:37)",26.02.10
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,오 이번에 뭔가 라인업이 괜찮네 고마엉!,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,고마워!!,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,고마워 3개 샀다 ㅋㅋ,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,코스알엑스 두개 샀다 고마워!!!,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,고마워 에뛰드는 품절인가봐 ㅜㅜ,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,@5 헐 에뛰드 사려했는데 ㅠㅠ,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,클렌징밤 안써본거지만 3개 샀다 ㅋㅋ,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,ㄱㅅ 세개샀다,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,와 고마워,26.02.09
1011935,https://theqoo.net/beauty/4089008591?page=1991,beauty,ㄱㅁㅇ,26.02.09
1010224,https://theqoo.net/beauty/4081876190?page=2076,beauty,"배송지에도?
배송지관리 들어가바",26.02.02
1010224,https://theqoo.net/beauty/4081876190?page=2076,beauty,@1 헐 배송지 관리였다!!!!! 고마워 덬아ㅠㅠㅠㅠ 아 근데 이미 주문한거는 이름이 안바뀌나봐ㅋㅋㅋ,26.02.02
1008783,https://theqoo.net/beauty/4078718586?page=2148,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/03/27 06:31:02)",26.01.30
1008783,https://theqoo.net/beauty/4078718586?page=2148,beauty,@1 오와 몰랐엌ㅋㅋ 기다렸다 사야겠다 고마워!!,26.01.30
1009130,https://theqoo.net/beauty/4080240080?page=2131,beauty,가,26.01.31
1009130,https://theqoo.net/beauty/4080240080?page=2131,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/02/09 11:53:38)",26.01.31
1009130,https://theqoo.net/beauty/4080240080?page=2131,beauty,뷰티크가 에스티로더 정품 수입업체야????,26.01.31
1009130,https://theqoo.net/beauty/4080240080?page=2131,beauty,포슬린은 구할 방법이 없네ㅠ,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,나도 그 글 보고 바로 구매했어 ㅎㅎ,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,앗 내가올렸었는데 노관심인거같아서 지웠는디ㅠㅋㅋ,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,뭔지 알려줄 수 있오??,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,같이알자,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,@2 댓글쓰러 다시찾으니까 글이 없더라ㅜㅜ,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,@3 @4 https://musinsa.onelink.me/PvkC/itgkak1p 이거여,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,ㄱㅅㄱㅅ,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,고마우!,26.02.01
1009264,https://theqoo.net/beauty/4080311686?page=2124,beauty,우와 고마워!,26.02.01
1008086,https://theqoo.net/beauty/4075967372?page=2183,beauty,"무신사는 올영같은 구조라서 ㄱㅊ음
지그재그는 지그재그 내 공식샵에서 사면 ㄱㅊ",26.01.28
1007550,https://theqoo.net/beauty/4074303875?page=2210,beauty,어 내가 아까 글썼는데(자표 미안) 글보고 들어가니깐 왜 안보이지 최근본제품에도 안보임ㅠㅠ,26.01.26
1007550,https://theqoo.net/beauty/4074303875?page=2210,beauty,아까 에뛰드 검색만 해도 나왔는데 지금은 없는거보면 내려간듯,26.01.26
1007550,https://theqoo.net/beauty/4074303875?page=2210,beauty,https://www.musinsa.com/products/5934540 난 링크 있어서 그런지 보인다,26.01.26
1007542,https://theqoo.net/beauty/4074278313?page=2210,beauty,자주 해,26.01.26
1007542,https://theqoo.net/beauty/4074278313?page=2210,beauty,@1 그렇단 이번엔 패스!,26.01.26
1007446,https://theqoo.net/beauty/4074100639?page=2215,beauty,젤로베리?,26.01.26
1007446,https://theqoo.net/beauty/4074100639?page=2215,beauty,나 며칠전에 샀는데..지금 품절이네ㅜ,26.01.26
1007446,https://theqoo.net/beauty/4074100639?page=2215,beauty,아 1시간전엔 있었는데 다시 확인해보니 품절이다..,26.01.26
1007446,https://theqoo.net/beauty/4074100639?page=2215,beauty,ㅎ흑흑흑흑,26.01.26
1007446,https://theqoo.net/beauty/4074100639?page=2215,beauty,@1 헐 맞아 아놔 나 젤로베어라고쳐서 안나왓엇나바,26.01.26
1006169,https://theqoo.net/beauty/4071309437?page=2279,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/25 17:57:48)",26.01.23
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,오 몰랐는데 덕분에 받았다 고마워,26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,@1 오 굳 👏👏👏,26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,"와 고마오 이거 드디어 주는구나 몰랐어!!!
덕분에 오천 받음",26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,@3 이야 받아서 다행이지 내가 갑자기 직잭 만지다가 무심결에 이게 들어가져서 뜨더라고 오늘까진거 보고 깜짝 놀랐자나ㅋㅋ,26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,헐 나도 오천포 받았어 고마워 포인트 없어지고나서 한번도 안들어가봤는데...!!!!!!,26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,@5 👏😊👏,26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,난 잘안해서 500원이지만 ㄱㅅㄱㅅ,26.01.24
1006577,https://theqoo.net/beauty/4072374361?page=2258,beauty,5천포 준다는 걸 클릭못하고 닫아버렸다.....ㅜㅜ,26.01.24
1006139,https://theqoo.net/beauty/4071188448?page=2280,beauty,나도 똑같ㅋㅋ 큰호감,26.01.23
1006046,https://theqoo.net/beauty/4070757099?page=2285,beauty,고마워!!,26.01.23
1006046,https://theqoo.net/beauty/4070757099?page=2285,beauty,헛 고마워 덕분에 사려던 거 할인 더 받았오!,26.01.23
1006046,https://theqoo.net/beauty/4070757099?page=2285,beauty,고마워!,26.01.23
1006046,https://theqoo.net/beauty/4070757099?page=2285,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/28 16:01:25)",26.01.23
1006046,https://theqoo.net/beauty/4070757099?page=2285,beauty,아 클리오 아몬드로제 사고싶은데 왜 입고 안되나아,26.01.23
1006046,https://theqoo.net/beauty/4070757099?page=2285,beauty,난 다운안되네ㅠㅠㅠㅠ힝,26.01.24
1006019,https://theqoo.net/beauty/4070629498?page=2286,beauty,이야..ㅋㅋㅋㅋ,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,"어우,,, 저게 뭔 감성이야",26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,변태인가? 돌았나?,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,곤장 쳐맞고 버블로 닦는거야?,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,무려 여성청결제 광고임^^ㅎ,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,헐 저게뭐람,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,너무싫다,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,와..;,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,신고 안되나,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,미친,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,아ㅅㅂ...,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,이게 뭐야.... 게이들이 광고하던 여성청결제 있었는데 같은 브랜든가?,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,깜짝아,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,좆같다 진짜 ㅅㅂ 아....광고를 시발 생각를 하고 만드는건지 지들끼리 아는 예술하는건지 ㅈㄴ 모를일,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,아 시발,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,ㅁㅊ,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,미친 여성청결제,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,😡🤬,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,헐,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,ㅁㅊ너무 악의적인데?,26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/03/26 19:35:31)",26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,"클렌징폼..? 여성청결제라니,,",26.01.23
1005975,https://theqoo.net/beauty/4070408394?page=2289,beauty,아 시 발 미쳣나,26.01.23
1005935,https://theqoo.net/beauty/4070208028?page=2291,beauty,2개는 사야 뭘주는 구낭,26.01.22
1005935,https://theqoo.net/beauty/4070208028?page=2291,beauty,헐 나도 샀는데 사은품 암것도 없던데 치사하다,26.01.22
1005922,https://theqoo.net/beauty/4070165412?page=2291,beauty,어우 너무 노골적이다,26.01.22
1005922,https://theqoo.net/beauty/4070165412?page=2291,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/25 17:57:07)",26.01.22
1005922,https://theqoo.net/beauty/4070165412?page=2291,beauty,와 근데 랭킹 다 탱구템이네,26.01.22
1005922,https://theqoo.net/beauty/4070165412?page=2291,beauty,와 근데 랭킹 전부 태연픽이네ㄷㄷ,26.01.22
1005894,https://theqoo.net/beauty/4070012573?page=2293,beauty,ㅋㅋㅋㅋㅋㅋㅋ,26.01.22
1005894,https://theqoo.net/beauty/4070012573?page=2293,beauty,ㅋㅋㅋㅋㅋㅋㅋㅋ,26.01.22
1005894,https://theqoo.net/beauty/4070012573?page=2293,beauty,빠르다,26.01.22
1005894,https://theqoo.net/beauty/4070012573?page=2293,beauty,편하다,26.01.22
1005894,https://theqoo.net/beauty/4070012573?page=2293,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/06/09 16:12:29)",26.01.22
1005629,https://theqoo.net/beauty/4068869450?page=2306,beauty,ㅇㅇ,26.01.21
1005629,https://theqoo.net/beauty/4068869450?page=2306,beauty,@1 헉 ㄱㅅㄱㅅ,26.01.21
1005674,https://theqoo.net/beauty/4068957904?page=2304,beauty,잘했어!! 나 말차그린/피치퍼프/옐로우 있는데 얘네 케이스를 결합하니깐 쓰기 편해,26.01.21
1005674,https://theqoo.net/beauty/4068957904?page=2304,beauty,ㄴㄷㄴㄷ,26.01.21
1005588,https://theqoo.net/beauty/4068809799?page=2308,beauty,노노어 저거 무신사에서 두 개에 11000원 주고 삼,26.01.21
1005628,https://theqoo.net/beauty/4068869223?page=2306,beauty,"젤로베리 작은거로 사봐
2 ㄴ ㄴ쉐딩안하면 안할듯
3 시도  ㄱ ㄱ",26.01.21
1005628,https://theqoo.net/beauty/4068869223?page=2306,beauty,"1 여름되기전에만 사도 됨
2 존버하면 그거보다 싸질수도
3 할인잘안하지않나? 가격ㄱㅊ은듯",26.01.21
1005628,https://theqoo.net/beauty/4068869223?page=2306,beauty,"1. 세일가 자주 봄 근데 탱구픽이라 어떻게 될지 모름
2. 쉐딩 안쓰면 굳이... 신상이라 지금이 최저가 맞음 가격 이정도로 떨어지려면 다음 신상 나올때까지 존버해야함
3. 이 블러셔 라인 좋아한다며 답정너 같음 사세요",26.01.21
1005628,https://theqoo.net/beauty/4068869223?page=2306,beauty,@1 @2 @3 고마웡 하밍으로 간다 ㅋㅋㅋㅋ... 하밍 고민중인건 왕모공이라 펄블러셔는 좀 도전이라 고민이었다 ㅋㅋㅋ 근데 언젠가 1 2도 살거 같은 느낌 적 느낌...,26.01.21
1005609,https://theqoo.net/beauty/4068838765?page=2307,beauty,굿굿,26.01.21
1005609,https://theqoo.net/beauty/4068838765?page=2307,beauty,와 잘샀다,26.01.21
1005609,https://theqoo.net/beauty/4068838765?page=2307,beauty,나도 이거샀어 ㅋㅋㅋㅋ 작은거 하나 있는데 그거 진짜 잘씀,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,이벤트 조건이 머람 난 안된대,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/03/23 21:35:42)",26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/02/21 23:38:18)",26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,고마워!,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,오 고마웡 어제까진거 무통 걸어놨는데 같이 써야겠다 옼ㅋ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,할 이거 받아서 삐아 치크 사야지,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,고마워,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,ㄱㅅㄱㅅ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,ㄱㅁㅇ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,안되네 끝났나봐 ㅠㅠ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,헐 조건아니라 못받음 ㅠ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,@13 아 조건이 있어서 그렇구나 ㅜ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,고마워!!,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,아 구매내역 없으면 안받아지네 지인들은 산게 없어서 안된대,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,우왕 ㄱㅁㅇ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,팔고마워,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,고마워♡,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,우와 ㄱㅅㄱㅅ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/03/22 22:31:43)",26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,조건이 있는데 뭔지는 안알려줌이야 하 ㅠㅠ 구매이력있는데 안받아져서 아쉬운사람 여기요 ㅠㅠ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,으악 아까 머 사서 이미 발송됏는데 ㅋㅋㅋㅋ 까비 고마워!,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,옹 받았다 고마워,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,고마워ㅠㅠㅜ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/22 10:39:20)",26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,흙흙 받고싶다,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,고마워🫶,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,안 됨0ㅜㅜ,26.01.21
1005552,https://theqoo.net/beauty/4068677759?page=2310,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/02/24 00:09:01)",26.01.21
1005557,https://theqoo.net/beauty/4068699650?page=2310,beauty,나한텐 아까 7천얼마로 뜨던데,26.01.21
1005557,https://theqoo.net/beauty/4068699650?page=2310,beauty,@1 22 나도 7천원이었는디,26.01.21
1005557,https://theqoo.net/beauty/4068699650?page=2310,beauty,@1 @2 헐 뭐지!! 가격이 한번 더 바뀐 건가,26.01.21
1005557,https://theqoo.net/beauty/4068699650?page=2310,beauty,낮까지는 4천원이었는데 7천원으로 바뀌었었음ㅋㅋㅋㅋㅋㅋ,26.01.21
1005557,https://theqoo.net/beauty/4068699650?page=2310,beauty,@4 4천원이다가 7천원이 된 거구나 그리고 마지막으로 5천원이 되고 ㅋㅋㅋㅋㅋㅋ,26.01.21
1005492,https://theqoo.net/beauty/4068395647?page=2313,beauty,"힌스는 변색 잘되는 편, 얼터는 잘 날아가는 편인데 색은 힌스 예뻐",26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,뷰페 페이지 나는 못 봤는데!!  원덬이 굿지름,26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,뷰페 2천포는 또 뭐야?? ㄴㅇㄱ,26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,2천포 오디야??,26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,헉 2천포는 어디야??,26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/23 13:34:49)",26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,"직뷰페 페이지에 있던거 같아
이미 받아서인지 사라져서 못찾겠다",26.01.21
1005571,https://theqoo.net/beauty/4068772777?page=2309,beauty,@6 오 그럼 주는 아이디가 따로 있나봐 ㅋㅋㅋ 암튼 알차게 털었다 ㅊㅋㅊㅋ,26.01.21
1005553,https://theqoo.net/beauty/4068686726?page=2310,beauty,헐 매트립밤 마음에 들어 색도 이쁘다,26.01.21
1005553,https://theqoo.net/beauty/4068686726?page=2310,beauty,헐 발색샷 고마워 이거 보니까 사고싶어짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,26.01.21
1005553,https://theqoo.net/beauty/4068686726?page=2310,beauty,나 매트립밤 다른색 사서 쓰는중인데 발색도 자연스럽고 생얼에 광 안나서 착붙인데... 다만...맛이 너무 크레파스맛이야ㅠㅋㅋㅋ,26.01.21
1005553,https://theqoo.net/beauty/4068686726?page=2310,beauty,@3 아 헐 향때문인가? 나는 이거 가까이서 냄새맡으면 좀 달달상큼한? 향 느껴지는데 되게 은은해서 바를때 크게 의식은 안되더라고 ㅋㅋㅋ 나는 향도 마음에 들었어!,26.01.21
1005553,https://theqoo.net/beauty/4068686726?page=2310,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/23 12:05:09)",26.01.21
1005553,https://theqoo.net/beauty/4068686726?page=2310,beauty,나도 이거 다른 색 있는데 생각보다 발색 진짜 잘되더라ㅋㅋㅋ 나쁘지 않았어,26.01.21
1005451,https://theqoo.net/beauty/4068227857?page=2315,beauty,에블은 어제 세일 끝나서 노! 좀 더 있다 가입해봐,26.01.21
1005451,https://theqoo.net/beauty/4068227857?page=2315,beauty,@1 ㅇㅋㅇㅋ 고마워~,26.01.21
1005379,https://theqoo.net/beauty/4067895896?page=2318,beauty,라이브때 받았으면 쓸수있음 나는 투쿨럭박으로 샀는데 적용됐음 ㅋㅋㅋㅋ,26.01.20
1005379,https://theqoo.net/beauty/4067895896?page=2318,beauty,"@1 아!! 그렇군 고마워. 그때 받았던 덬들이 사고싶기를,,,,, ㅠㅠ ㅋㅋㅋ",26.01.20
1005379,https://theqoo.net/beauty/4067895896?page=2318,beauty,롬앤웜박 재고들아와서 그거 삼 ㄱㅅㄱㅅ,26.01.20
1005334,https://theqoo.net/beauty/4067701651?page=2321,beauty,ㄱㅁㅇ,26.01.20
1005334,https://theqoo.net/beauty/4067701651?page=2321,beauty,뷰티 어쩌고 이벤트 신청전에 알람누르면 주는 중복쿠폰 천원도 여기에 적용됨..! 그럼 9처넌대 나온다 ㄳㄳ,26.01.20
1005334,https://theqoo.net/beauty/4067701651?page=2321,beauty,고마워 텔레토비 개똥쑥 앰플이랑 비폴렌 같이 샀다,26.01.20
1005334,https://theqoo.net/beauty/4067701651?page=2321,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/20 21:17:17)",26.01.20
1005223,https://theqoo.net/beauty/4067185897?page=2326,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/20 21:08:44)",26.01.20
1005025,https://theqoo.net/beauty/4066279087?page=2336,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/25 17:56:10)",26.01.19
1005025,https://theqoo.net/beauty/4066279087?page=2336,beauty,@1 🫶,26.01.19
1004917,https://theqoo.net/beauty/4065644013?page=2342,beauty,"난 없네ㅠ 타겟인가 아 있다 그덬,원덬 둘다 고마오~~!!",26.01.18
1004917,https://theqoo.net/beauty/4065644013?page=2342,beauty,머삿어!,26.01.18
1004917,https://theqoo.net/beauty/4065644013?page=2342,beauty,어뮤즈 듀파워 쿠션 샀오!!!!@2,26.01.18
1004896,https://theqoo.net/beauty/4065573702?page=2343,beauty,"난 없다 타겟인가?ㅜ
앗 쿠폰받기 들어가니 있다!",26.01.18
1004896,https://theqoo.net/beauty/4065573702?page=2343,beauty,하 만료 ㅠ,26.01.18
1004896,https://theqoo.net/beauty/4065573702?page=2343,beauty,고마워! 잘썼당 ㅋㅋ,26.01.18
1004896,https://theqoo.net/beauty/4065573702?page=2343,beauty,오 나도있다 고마워,26.01.18
1004794,https://theqoo.net/beauty/4065063570?page=2348,beauty,ㄹㅇ 괜히 모음,26.01.18
1004794,https://theqoo.net/beauty/4065063570?page=2348,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/31 15:43:46)",26.01.18
1004794,https://theqoo.net/beauty/4065063570?page=2348,beauty,나만 지금 알았네ㅜㅜ 진작 부터 모을걸 살거있는데,26.01.18
1006066,https://theqoo.net/beauty/4070837589?page=2284,beauty,나도 걍 삼,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,열받네ㅜ 뭘 사야 주는데에에,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,ㅇㅇ 뭘 사야준다는디,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/28 16:01:25)",26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,헐 고마워!!!,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,고마워,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,뭘 사야 준대 ㅠ,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,ㄱㅅㄱㅅ,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,오 ㄱㅅㄱㅅ,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,고마워!,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/01/25 17:57:07)",26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,그제 샀는데도 안 주네,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,받았당 고마오,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,고마워 난 뷰티구매내역 없는데 받음 랜덤인가,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,뷰티구매내역 있어도 안줌 뭐 어쩌라는건데 ㅅㅂ,26.01.23
1006053,https://theqoo.net/beauty/4070788096?page=2285,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/03/22 22:31:39)",26.01.23
1004470,https://theqoo.net/beauty/4063572901?page=2364,beauty,야나두,26.01.16
1004470,https://theqoo.net/beauty/4063572901?page=2364,beauty,다시안해,26.01.16
1004470,https://theqoo.net/beauty/4063572901?page=2364,beauty,@2 헐 진짜.......??ㅠㅠㅠㅠㅠㅠ,26.01.16
1004470,https://theqoo.net/beauty/4063572901?page=2364,beauty,저번에 40퍼도 한번 더 앵콜했었는데 기다려보면 안댈까... 그날 두번 뿌려서 안하려나ㅜ,26.01.16
1004470,https://theqoo.net/beauty/4063572901?page=2364,beauty,50퍼는 직뷰페 같은 행사 처음 열리는 날에 말고는 다시 안하는듯,26.01.16
1004470,https://theqoo.net/beauty/4063572901?page=2364,beauty,ㅠㅠ 40퍼라도 주랴...,26.01.16
1004225,https://theqoo.net/beauty/4062274171?page=2376,beauty,나 8시 1분에 결제하고 받았오,26.01.15
1004225,https://theqoo.net/beauty/4062274171?page=2376,beauty,@1 혹시 택배도 어제 도착했어?,26.01.15
1004104,https://theqoo.net/beauty/4061645334?page=2382,beauty,나도 이거 궁금...,26.01.14
1004104,https://theqoo.net/beauty/4061645334?page=2382,beauty,뭔데 보러가야지,26.01.14
1004104,https://theqoo.net/beauty/4061645334?page=2382,beauty,공홈에서도 봤던 것 같은데.. 네이버말고,26.01.14
1004104,https://theqoo.net/beauty/4061645334?page=2382,beauty,해외 가면 면세 ㄱㄱ,26.01.14
