number,category,title,has_image,comment_count,date,view_count,link,board,content,image_count
1048196,잡담,아 직잭 취소한포인트 언제들어와,False,11,26.06.29,552,https://theqoo.net/beauty/4262290548?page=176,beauty,시간아깝다 샹,0
1048187,잡담,직잭시크릿 천포 들어왔다,False,5,26.06.29,574,https://theqoo.net/beauty/4262230890?page=177,beauty,아까 알림만 뜬다한덬들 확인해봐!!,0
1048176,잡담,직잭포인트,False,6,26.06.29,565,https://theqoo.net/beauty/4262167645?page=177,beauty,"오늘까지 모으고 ㅜ 막날에 다 털려고했는데 에러나서 거민이야 ㅜ
포인트 취소못한덬들 어떻게할거야?",0
1048170,잡담,혹시 색상 추천 해줄 수 있어 ? 미샤 블러셔 발레슈즈 살려고 하는데 직잭에 1+1 이라 .. 라벤다 빼고,False,2,26.06.29,204,https://theqoo.net/beauty/4262152349?page=178,beauty,"발레슈즈랑 잘 어울릴 색깔이 있을까 ?
피크닉 블랭킷   마마스캐멀코트 빈티지로브  마이캔디샵  중에서 고를수 있는데",0
1048166,잡담,직잭 파이널 시크릿 포인트라고 천포 들어옴,False,9,26.06.29,698,https://theqoo.net/beauty/4262126893?page=178,beauty,구매 3천포는 안주더만 이건 줬네 무튼 감사,0
1048159,잡담,혹시 직잭 쿠폰도 연장돼?,False,8,26.06.29,435,https://theqoo.net/beauty/4262081978?page=178,beauty,"지금 포인트 오류때문에 오늘까지인 쿠폰 못 쓸 것 같은데ㅜ 이것도 무통걸면 연장되려나?
직잭팟 돌려서 받은 쿠폰이야",0
1048153,잡담,지금 직잭 포인트오류야?!,False,8,26.06.29,926,https://theqoo.net/beauty/4262007354?page=179,beauty,취소하려하는데 에러라는글이 보여서 ㅠㅠ혹시 지금은 해결됐는지 아는덬있을까?,0
1048142,잡담,난 직잭팟 있는 시간대 근처는 무통 취소 안해,False,1,26.06.29,602,https://theqoo.net/beauty/4261957203?page=179,beauty,보니까 항상 그 시간대에 취소했는데 안 들어왔다는글 많이 봐서...,0
1048137,잡담,ㅇㅂㅌ 직잭 쿠폰뽑기에서 포인트 뽑은 것도 안 들어온다,False,0,26.06.29,201,https://theqoo.net/beauty/4261939120?page=179,beauty,"포인트팟 포인트는 들어왔는데 이건 안 들어오네...
무통 취소한 덬들도 안 들어오는 거 보면 에러인가",0
1048130,잡담,지그재그 무통장 취소하면 포인트 언제 들어와?,False,4,26.06.29,269,https://theqoo.net/beauty/4261893416?page=180,beauty,한 30분전에 취소한거 같은데 아직 안들어옴ㅠㅠ,0
1047982,잡담,덬들아 나 지금 ㅈㄴ 고미ㅏㄴ중인데 직잭팟 포인트 모은거 어디 쓸까,False,3,26.06.28,241,https://theqoo.net/beauty/4260988719?page=187,beauty,"연장 세번 다 해서 이제 목숨 없음 ㅠㅠㅠㅠㅠ
1 기존에 째려보던 치마 사기 근데 나 ㄹㅇ 하비라 걱정임... 0원
2 궁금했던 퍼컬 안 맞는 팔레트 사기 근데 얼마전에 팔레트 정리하니까 50개 좀 넘음 0원",0
1047961,잡담,직잭 실결제 720원,True,2,26.06.28,1256,https://theqoo.net/beauty/4260890215?page=188,beauty,만포는 2주 연속 못받았지만 계산 실수로 날아간 포인트도 좀 있지만 열심히 모아서 720원에 막 입을 가디건 샀음 야호 븉방에 올라왔던 5천포 지분 크다,1
1047894,잡담,직잭팟 기간동안 총 오만원 사고 내 돈 900원 썼네,False,3,26.06.28,877,https://theqoo.net/beauty/4260512595?page=192,beauty,굿,0
1047891,잡담,직잭 드디어 만원 받았다 하산한다,False,8,26.06.28,543,https://theqoo.net/beauty/4260501389?page=192,beauty,"나는 카톡 오픈채팅방 사람 천명 넘는데 골라서 들어갔고
6시 지나서 123 세고 들어갔어
들어가자마자는 xx팀 참여하기 버튼 바로 안 생기는데
조금 기다리면 생기길래 그 창에서 대기했고
오늘은 입장수 3명 보고 들어가서 연타했는데
중복된 요청ㅗㅗ 어쩌고 떴는데 그냥 그 창에서 기다리니까 참여됐더라고
그래서 드디어 만원 보고 하산!!!
혹시 어떻게 했는지 궁금할 덬들 있을거 같아서 자세히 적어봐",0
1047888,잡담,힌스 신상 블러셔 지그재그에서 6시에 선런칭 라이브하네,False,2,26.06.28,409,https://theqoo.net/beauty/4260490656?page=192,beauty,"이벤트 되서 쓰고있는데 마음에 들어서 언제나오나 찾아봤더니
지금 당장이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3개세트가 32900원이라서 고민
다음에 쿠폰뿌릴때 적용되면 살까",0
1047717,잡담,직잭 오늘 하루 전부 성공해서 16500 생김,False,2,26.06.27,552,https://theqoo.net/beauty/4259376453?page=200,beauty,"몰아서 받고싶었는데 성공 ㅎㅅㅎ
옛날엔 다 따로 받았는데 그냥 몰아받는게 나은거갗아",0
1047716,잡담,직잭 만포 한번 누르면 반응 없고 연타하면 요청 많다고 네트워크 오류로 튕김,False,1,26.06.27,200,https://theqoo.net/beauty/4259373930?page=200,beauty,아 어쩌란 말이냐,0
