number,post_id,board,category,title,author,has_image,image_count,comment_count,date,view_count,link,preview,search_keywords,content
180177298,180177298,Lp0T,자유게시판,무신사 에서 교환했다가 너무 느려서 반품으로 바꿨는데 환불도 받았거든? 근데 배송옴,여시,False,0,1,26.07.16,40,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CC0LSzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180177298&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMN3tb.XbvyfHxvkziWpKuDX-nxAKllWaHZoyfw3aPTVFjqxiheaBNsTRbBBHz79WceLO6S_N1__3BHZd_nqeeblowsZ6TLuFRtZ1GKONBgeda75-JcxOu1Z5.uxv6HSMIbw34p6Fy49blvCfpKRQZu50,어케함....? 고객센터 전화 ㅈㄴ 안받던데 내가 연락해야 돼?,무신사,
180176686,180176686,Lp0T,자유게시판,하 수모 개귀엽다,여시,True,0,1,26.07.16,74,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CC0Bazzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180176686&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMN3tb.XbvyfHxvkziWpKuDX-nxAKllWaHZoyfw3aPTVFjqxiheaBNsTRbBBHz79WceLO6S_N1__3BHZd_nqeeblowsZ6TLuFRtZ1GKONBgeda75-JcxOu1Z5.uxv6HSMIbw34p6Fy49blvCfpKRQZu50,https://www.musinsa.com/products/6753512 아레나랑 산리오 콜라보 햇는데 무신사 선판매래 수영복이랑 수모등등 잇어 시나모롤 하늘색 존귀임 다른것도 많아,무신사,
180174789,180174789,Lp0T,자유게시판,무신사 잡화 할인은 또 언제할까???,여시,False,0,0,26.07.16,13,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBzgzzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180174789&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMN3tb.XbvyfHxvkziWpKuDX-nxAKllWaHZoyfw3aPTVFjqxiheaBNsTRbBBHz79WceLO6S_N1__3BHZd_nqeeblowsZ6TLuFRtZ1GKONBgeda75-JcxOu1Z5.uxv6HSMIbw34p6Fy49blvCfpKRQZu50,나 무탠다드 가방 사고싶은데...,무신사,
180173100,180173100,Lp0T,자유게시판,옷 사는게 너무 너무 귀찮아...,여시,False,0,0,26.07.16,61,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBzFkzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180173100&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMJgOt5p.Nf5tSVYYywj7EziefrQtdgrDW5t2pM4V-8-..WEn544cOOO361JSq-fmDaumrGTMkQAIkO-SRjDkIhmc3OLV9kF5tMLJQfJNpeCSykaj5lH7SwFS_UKaWxwDbhgbIe1yVXbG3mNAPhCb6NLKAs5ih3ZZujOrWCBMg3_9,옷에 관심 많이 없기도 한데 키 작아서 옷 사는거 더 피곤해 156이거든 4센치가 뭐라고 차이 많이 남... 그리고 스포티하고 편한거 좋아하는데 내 키에 내 체형인 사람들 참고하려고 보면 거의 다 에이블리 룩이야ㅠ,에이블리,
180171210,180171210,Lp0T,자유게시판,에이블리 잘 아는 여시,여시,True,0,0,26.07.16,31,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBylGzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180171210&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMJgOt5p.Nf5tSVYYywj7EziefrQtdgrDW5t2pM4V-8-..WEn544cOOO361JSq-fmDaumrGTMkQAIkO-SRjDkIhmc3OLV9kF5tMLJQfJNpeCSykaj5lH7SwFS_UKaWxwDbhgbIe1yVXbG3mNAPhCb6NLKAs5ih3ZZujOrWCBMg3_9,나 첨 시켜보는데 이거 오늘 출발하겠지..?,에이블리,
180170205,180170205,Lp0T,자유게시판,무신사 브랜드 중에 이런 별 모양 로고 가진 브랜드 있지 않아?,여시,True,0,2,26.07.15,102,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CByV3zzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180170205&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMN3tb.XbvyfHxvkziWpKuDX-nxAKllWaHZoyfw3aPTVFjqxiheaBNsTRbBBHz79WceLO6S_N1__3BHZd_nqeeblowsZ6TLuFRtZ1GKONBgeda75-JcxOu1Z5.uxv6HSMIbw34p6Fy49blvCfpKRQZu50,어떤 옷 봤는데 너무 예뻐보여서 궁금해 무신사 에서 봤던 브랜드 같은데 어디 브랜드였는지 가물가물해,무신사,
180169839,180169839,Lp0T,자유게시판,에이블리 지그재그 오늘출발중에 뭐가 더 빠르지,여시,False,0,0,26.07.15,11,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CByP9zzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180169839&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMDcKxc5H9oEBwpH5l8dRQpQPumOS68dYVgJgbmQDW9Lcf8TuBWO3TcMb3.3GsNn8rlsp5imrZr1NKVS2Ci6ViZT7KTCViRj2KYUX22TmI5zM9noSwIJkJhFnqfs8w6G6Uv9EiMbTQd1TjZty5UzVFsD2Orgzj9Wvadi2CP1uLGoD,둘다 빠른가?ㅜ 체감상,"에이블리,지그재그",
180169480,180169480,Lp0T,자유게시판,무신사 스탠다드 반품 1주일 이내야 2주일 이내야?,여시,False,0,2,26.07.15,9,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CByJMzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180169480&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMN3tb.XbvyfHxvkziWpKuDX-nxAKllWaHZoyfw3aPTVFjqxiheaBNsTRbBBHz79WceLO6S_N1__3BHZd_nqeeblowsZ6TLuFRtZ1GKONBgeda75-JcxOu1Z5.uxv6HSMIbw34p6Fy49blvCfpKRQZu50,영수증은 2주일인데 직원이 분명 1주일이내라거 했었음..,무신사,
180169433,180169433,Lp0T,자유게시판,오늘 용산아이파크몰 무신사 갔는데 너무 너무 불친절했음ㅜㅜ,여시,False,0,0,26.07.15,59,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CByIbzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180169433&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMN3tb.XbvyfHxvkziWpKuDX-nxAKllWaHZoyfw3aPTVFjqxiheaBNsTRbBBHz79WceLO6S_N1__3BHZd_nqeeblowsZ6TLuFRtZ1GKONBgeda75-JcxOu1Z5.uxv6HSMIbw34p6Fy49blvCfpKRQZu50,직원분이랑 계산대에 계신 분들 너무 너무 불친절하고 자기들끼리 얘기하다가 내가 계산하러 가니 내가 불청객된 것 마냥..; 다른 무신사 매장들은 다 친절했는디ㅠ 암튼 컴플 넣을 용기는 없고 걍 자게에 털어둠...,무신사,
180168985,180168985,Lp0T,자유게시판,갠적으로 무신사덥컨셉이십구센치 옷 살바에야 지그재그 삼,여시,False,0,0,26.07.15,25,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CByBNzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180168985&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMDcKxc5H9oEBwpH5l8dRQpQPumOS68dYVgJgbmQDW9Lcf8TuBWO3TcMb3.3GsNn8rlsp5imrZr1NKVS2Ci6ViZT7KTCViRj2KYUX22TmI5zM9noSwIJkJhFnqfs8w6G6Uv9EiMbTQd1TjZty5UzVFsD2Orgzj9Wvadi2CP1uLGoD,옷 질이 좀 차이나겟지만 가격이 너무 사악해 그리고 직재그가 무난?하긴 엄청 무난한편인긋,지그재그,
180167656,180167656,Lp0T,자유게시판,ㄹㅈ예술충인 여시들 원래 사람볼 때 외모보다 스타일 봐?,여시,False,0,13,26.07.15,281,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBxpwzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180167656&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMJgOt5p.Nf5tSVYYywj7EziefrQtdgrDW5t2pM4V-8-..WEn544cOOO361JSq-fmDaumrGTMkQAIkO-SRjDkIhmc3OLV9kF5tMLJQfJNpeCSykaj5lH7SwFS_UKaWxwDbhgbIe1yVXbG3mNAPhCb6NLKAs5ih3ZZujOrWCBMg3_9,에이블리 여리쫀쫀룩입은 존예 여성성숙단아김비서룩입은 존예보다 취향 맞는 스타일하고 다니는 평범한 사람이 더 끌려?,에이블리,
180164635,180164635,Lp0T,자유게시판,29cm 는 다 정품이지....???,여시,False,0,0,26.07.15,23,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBx3Dzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180164635&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMEBijMJwvlvVQg3QHIPKq-TB9VDc5FJkC5Pu6ycntzRBQdEho1DilHhmIaS4cgRowj61ukpyr98fbi9aPndXkZCKA7xmCDsqHj9Zj6S6bGa.pUUEsBBbkSXw2H4ImRQbow00,가방사려는데 후기가 좀 구려서..,"29CM,29cm",
180160770,180160770,Lp0T,자유게시판,26살인데 에이블리 에서 옷사,여시,False,0,14,26.07.15,173,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBw2szzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180160770&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMJgOt5p.Nf5tSVYYywj7EziefrQtdgrDW5t2pM4V-8-..WEn544cOOO361JSq-fmDaumrGTMkQAIkO-SRjDkIhmc3OLV9kF5tMLJQfJNpeCSykaj5lH7SwFS_UKaWxwDbhgbIe1yVXbG3mNAPhCb6NLKAs5ih3ZZujOrWCBMg3_9,,에이블리,
180160684,180160684,Lp0T,자유게시판,지그재그 애서 카카오페이머니로 결제하면 현금영수증 어케해??,여시,False,0,1,26.07.15,15,https://cafe.daum.net/_c21_/bbs_nsread?grpid=1IHuH&fldid=Lp0T&contentval=CBw1Uzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=180160684&searchlist_uri=%2F_c21_%2Fcafesearch&search_ctx=mXHEqj36JebiwGreGfTsfveFgDz6pTFmzA9ignoh1M5AkMeEoeYLzYGdNt9uqFaf61DPXAFl2LJLM1O_-vcCbcDl.qFPPmXwg_jpAzwhBJdo7YKErihYBpamtmNeuL5LBiXdLvrlgUV1t.vaQ.EizEwm-AfmeYOMgH4eEovqoeANcvfKMBqyMDcKxc5H9oEBwpH5l8dRQpQPumOS68dYVgJgbmQDW9Lcf8TuBWO3TcMb3.3GsNn8rlsp5imrZr1NKVS2Ci6ViZT7KTCViRj2KYUX22TmI5zM9noSwIJkJhFnqfs8w6G6Uv9EiMbTQd1TjZty5UzVFsD2Orgzj9Wvadi2CP1uLGoD,등록하는게 아무데도없어가지구,지그재그,
