number,post_id,board,category,title,author,has_image,image_count,comment_count,date,view_count,link,content
5692087,5692087,ReHf,기타,'한강 책방' 잃은 서촌…'젠트리피케이션' 현실로,summmmerlong,True,3,0,26.07.13,62,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslrzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692087&page=1,"출처:
https://n.news.naver.com/article/422/0000883511?sid=103
'한강 책방' 잃은 서촌…'젠트리피케이션' 현실로
한강 작가의 서점이 문을 닫은 배경에 '젠트리피케이션'이 지목되고 있습니다. 문화계에서는 문화 자산이 끌어올린 부동산 가치가 결국 공간을 밀어냈다며 안타까움을 드러내고 있습니다. 김태
n.news.naver.com"
5692086,5692086,ReHf,여시뉴스데스크,"인천이음 '캐시백' 이번주 중단…""예산 고갈""",악귀,True,3,2,26.07.13,60,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslqzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692086&page=1,"출처:
https://naver.me/FTdWyIrU
인천이음 '캐시백'  이번주 중단…""예산 고갈""
인천시가 지역화폐 인천이음의 캐시백, 즉 적립 환급금 지급을 이번 주부터 전면 중단하기로 했습니다. 올해 편성된 예산이 벌써 다 고갈됐다는 이유 때문인데, 캐시백 지급이 중단된 건 제도
n.news.naver.com
인천시가 지역화폐 인천이음의 캐시백, 즉 적립 환급금 지급을 이번 주부터 전면 중단하기로 했습니다. 올해 편성된 예산이 벌써 다 고갈됐다는 이유 때문인데, 캐시백 지급이 중단된 건 제도 시행 후 7년 만에 처음입니다.
이음카드의 캐시백 혜택이 오는 16일부터 중단될 위기에 처했습니다.
이달 말까지인 캐시백 20% 적용은 물론, 평상시 10% 캐시백도 받을 수 없게 된 겁니다."
5692085,5692085,ReHf,흥미돋,"[주식] 삼성전자\/ 하이닉스, 무릎과 어깨 가격",코스트코치즈,True,5,18,26.07.13,845,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslpzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692085&page=1,"출처: 여성시대 코스트코치즈
나무증권 데이터 기준이지만
나무증권 거래량이 적지 않으니
어느정도 평균 이정도구나 감안해서 보면 될듯
삼성전자
하이닉스
다들 무릎이니 허리니 어깨니..
혹시 머리꼭지인가요
혹시 다른거 궁금하면 그것도 댓들로 물으면
알려줄 수 있는건 찾아올게"
5692084,5692084,ReHf,칵.cxxx,한국에서 몰카 빠르게 피하는 방법,에어컨파워냉방으로틀어,True,6,3,26.07.13,511,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslozzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692084&page=1,"출처:
https://x.com/500ml7_/status/862880218951712768?s=46
X의 홈님(@500ml7_)
이게 다 초소형 몰카. '몰카를 피하는 방법'이란 기사는 더 가관인데 사람이 많으면 5~10분 단위로 계속 움직이란다. 한국에서 여성은 가만히 서있을 권리도 없음. 몰카 찾아내는 게 무리니 화장
x.com"
5692083,5692083,ReHf,흥미돋,[라면먹고올래] 머리 숱 많은 2002년생 월드컵 베이비 작가에게 시선집중.jpg,주디피아로아로,True,6,1,26.07.13,591,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslnzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692083&page=1,"출처:
https://www.dmitory.com/issue/418357275
(쩌리 공지, 부털 처리 강화 공지 참고~)
https://cafe.daum.net/subdued20club/WU3B/1
사회성 떨어지는 댓 금지
문제시 내 말이 그냥 맞음"
5692082,5692082,ReHf,흥미돋,미국인들 식사대용으로 먹는 것 중 하나..,greeen,True,2,6,26.07.13,602,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslmzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692082&page=1,"출처 :
https://theqoo.net/2247874881
미니 당근..
대학생이나 직장인들.."
5692081,5692081,ReHf,흥미돋,여름철 호불호가 있는 냉면 스타일,강원도드래요,True,3,18,26.07.13,649,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nsllzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692081&page=1,"출처: 여성시대 강원도드래요
호
vs
불호"
5692080,5692080,ReHf,여시뉴스데스크,"'대통령 관저 부실 감사' 유병호 특검 출석…""허구 시나리오""",비오는 여름날,True,6,0,26.07.13,73,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nslkzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692080&page=1,"출처:
https://naver.me/5XcjNE5Y
'대통령 관저 부실 감사' 유병호 특검 출석…""허구 시나리오""
수사 기간 만료를 앞둔 2차 종합특별검사팀(특검 권창영)이 13일 윤석열 정부 대통령실 관저 이전 공사 과정을 부실 감사하고 서류를 조작한 혐의를 받는 유병호 감사위원(전 감사원 사무총장)을
n.news.naver.com
전체 내용은 출처에서 확인하기
https://youtu.be/umaPcAKH_9Y?si=uwMfDAJcEukaZPJD"
5692079,5692079,ReHf,흥미돋,벤슨분 10월 고양 킨텍스 내한,298374,True,2,12,26.07.13,786,https://cafe.daum.net/_c21_/bbs_read?grpid=1IHuH&fldid=ReHf&contentval=0Nsljzzzzzzzzzzzzzzzzzzzzzzzzz&datanum=5692079&page=1,"출처: 여성시대 298374
포스터 무슨 일"
